가맹점ID,가맹점명,맞춤형설명,업종,개설일,폐업일,주소,상권,유동고객비율_3m,유동고객비율_2m,유동고객비율_1m,직장고객비율_3m,직장고객비율_2m,직장고객비율_1m,거주고객비율_3m,거주고객비율_2m,거주고객비율_1m,신규고객비율_3m,신규고객비율_2m,신규고객비율_1m,재방문율_3m,재방문율_2m,재방문율_1m,상권내폐업비율_3m,상권내폐업비율_2m,상권내폐업비율_1m,업종내폐업비율_3m,업종내폐업비율_2m,업종내폐업비율_1m,상권내매출순위비율_3m,상권내매출순위비율_2m,상권내매출순위비율_1m,업종내매출순위비율_3m,업종내매출순위비율_2m,업종내매출순위비율_1m,신규고객비율_추세,상권내매출순위비율_추세,업종내매출순위비율_추세,유동고객비율_추세,상권내폐업비율_추세,업종내폐업비율_추세,재방문율_추세,매출금액구간_추세,거주고객비율_추세,직장고객비율_추세,매출건수구간_추세,매출건수구간_3m,매출건수구간_2m,매출건수구간_1m,매출금액구간_3m,매출금액구간_2m,매출금액구간_1m
1938F6377B,븨브*****,"폐업 위험도: 낮음 (0.02). 주요 원인: 운영개월수구간 영향도 2.72, 업종내매출순위비율 영향도 -0.74, 남성60대이상비율 영향도 -0.45. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율/신규고객 모두 낮음",양식,2024-07-16,,서울특별시 성동구 서울숲2길 16-9,상권없음,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,18.3,18.3,18.3,0.0,2.0274,1.908,11.2488,11.3488,12.4852,20.3648,17.8536,17.9452,1.4104,2.1798,2.184,유지 유지,감소 증가,증가 증가,유지 증가,증가 감소,증가 증가,유지 유지,유지 유지,증가 감소,유지 증가,증가 감소,5.0,5.0,4.0,5.0,5.0,4.0
19D3456A64,타*,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출건수구간 영향도 0.94, 남성60대이상비율 영향도 -0.50, 여성40대비율 영향도 -0.42. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 모두 낮음",일식당,2017-05-11,,서울특별시 성동구 용답중앙길 47-1,답십리,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.5,1.5,1.5,1.7832,1.93,2.1692,4.8573,4.218,4.5612,11.8734,10.602,11.3148,5.4741,4.9476,5.8464,유지 유지,감소 증가,감소 증가,유지 유지,증가 증가,감소 증가,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,6.0,6.0,6.0,6.0,6.0,6.0
19DC3A560D,더건***************,"폐업 위험도: 높음 (0.93). 주요 원인: 업종내폐업비율 영향도 1.23, 유동고객비율 영향도 1.20, 업종_대분류 영향도 0.89. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율 높음",식품 제조,2015-03-12,2025-07-17,서울 성동구 동호로 102.,상권없음,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,11.9358,11.628,12.1068,2.604,2.442,2.6978,10.416,10.626,10.5938,12.8247,12.54,11.9098,감소 유지,증가 감소,감소 감소,유지 유지,감소 증가,감소 증가,유지 유지,유지 유지,유지 유지,유지 유지,감소 감소,5.0,4.0,4.0,5.0,4.0,4.0
8D65C5B594,글레****,"폐업 위험도: 낮음 (0.01). 주요 원인: 매출건수구간 영향도 0.74, 여성20대이하비율 영향도 0.44, 남성60대이상비율 영향도 0.39. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율/신규고객 모두 낮음",아이스크림/빙수,2020-03-10,,서울특별시 성동구 서울숲2길 9,상권없음,3.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6426,0.6754,0.682,34.9082,34.3035,34.224,18.9462,19.5426,19.458,8.1198,8.1081,8.073,유지 유지,증가 감소,감소 감소,유지 증가,증가 증가,감소 감소,유지 유지,유지 유지,유지 유지,유지 증가,감소 증가,4.0,5.0,3.0,5.0,4.0,3.0
6D8F7BBA89,고향**,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 -1.34, 군집_고객유형 영향도 0.63, 여성20대이하비율 영향도 -0.62. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",한식-단품요리일반,2003-04-21,,서울  성동구  용답동,장한평자동차,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,34.1106,33.7428,33.7714,0.4732,0.3982,0.3104,1.7836,1.7557,1.8818,3.094,3.077,3.1816,증가 감소,감소 증가,감소 증가,유지 유지,감소 증가,감소 감소,유지 유지,유지 유지,유지 유지,감소 증가,증가 감소,2.0,2.0,2.0,2.0,2.0,2.0
3AE8B97E90,파티********,"폐업 위험도: 낮음 (0.03). 주요 원인: 여성20대이하비율 영향도 0.96, 여성30대비율 영향도 0.95, 매출건수구간 영향도 -0.53. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",카페,2020-09-29,,서울특별시 성동구 서울숲4길 17,뚝섬,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.768,0.7704,0.8075,32.776,32.5241,31.8867,22.916,22.8823,23.3565,5.44,5.5678,5.6191,증가 감소,감소 증가,증가 증가,유지 증가,증가 증가,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,감소 감소,2.0,2.0,1.0,3.0,2.0,1.0
F5449AAD7F,나눔****,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종내폐업비율 영향도 0.95, 남성20대이하비율 영향도 0.72, 매출금액구간 영향도 -0.51. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",축산물,2019-12-06,,서울특별시 성동구 마장로31길 43,마장동,5.0,5.0,4.0,4.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,11.8888,12.34,12.449,1.7664,1.9916,2.665,13.7472,13.9795,13.981,5.6448,5.6684,5.658,유지 증가,증가 증가,증가 감소,유지 감소,증가 증가,증가 증가,유지 유지,유지 유지,증가 감소,증가 감소,감소 증가,4.0,4.0,5.0,3.0,3.0,5.0
6D684E1B4C,소코*****,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.75, 여성30대비율 영향도 0.65, 매출금액구간 영향도 -0.48. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",한식-단품요리일반,2023-03-02,,서울특별시 성동구 상원1길 35-22,뚝섬,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,7.2,2.4,8.3,0.3542,0.3972,0.396,32.4084,31.6437,31.49,21.4926,21.4749,21.641,8.0004,7.6935,8.04,감소 유지,감소 증가,감소 증가,유지 유지,증가 감소,감소 감소,감소 증가,유지 유지,유지 유지,증가 유지,증가 증가,3.0,3.0,3.0,3.0,3.0,3.0
1A018DCAD1,숙도**,"폐업 위험도: 낮음 (0.00). 주요 원인: 군집_고객관계_KM 영향도 0.57, 여성20대이하비율 영향도 0.51, 남성60대이상비율 영향도 -0.51. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",도시락,2022-10-31,,서울특별시 성동구 상원10길 8-1,뚝섬,4.0,4.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,90.8,94.4,93.0,1.9305,1.974,2.0184,10.773,10.5315,11.2176,10.9725,11.623,12.0992,3.477,3.9235,3.7392,유지 유지,증가 증가,증가 감소,유지 증가,증가 증가,감소 증가,증가 감소,유지 유지,유지 감소,유지 증가,감소 증가,5.0,5.0,4.0,5.0,5.0,4.0
6DF56DD3F4,커스*******,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성30대비율 영향도 0.66, 매출건수구간 영향도 -0.61, 업종내폐업비율 영향도 -0.53. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",커피전문점,2016-02-02,,서울 성동구 금호로 40 .,상권없음,1.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,37.8,39.0,41.7,2.0349,2.0591,2.2176,6.8158,6.8355,6.804,22.9551,22.785,22.1616,21.4119,21.8736,21.9672,감소 증가,감소 감소,증가 증가,유지 증가,증가 증가,증가 감소,증가 증가,유지 유지,유지 유지,증가 유지,감소 감소,3.0,2.0,1.0,3.0,3.0,1.0
6B7B1EE6FA,온유*****,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 0.65, 여성30대비율 영향도 0.49, 군집_고객유형 영향도 -0.47. 고객유형: 30-50대 남성 중심, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율 높음",카페,2022-02-03,,서울특별시 성동구 아차산로7길 42-1,성수,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.908,1.9345,1.8424,18.048,17.526,17.9712,24.32,24.3205,23.5248,11.264,11.049,10.92,유지 유지,증가 감소,감소 감소,감소 유지,증가 감소,감소 증가,유지 유지,유지 유지,감소 증가,유지 유지,감소 감소,4.0,3.0,4.0,5.0,5.0,3.0
F1039455F0,목포**,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 0.92, 매출금액구간 영향도 -0.77, 여성20대이하비율 영향도 -0.57. 고객유형: 50-60대 남녀 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",한식-육류/고기,2016-06-22,,서울 성동구 금호로 127 .,신금호,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,20.7706,21.5523,21.4462,0.6969,0.6447,0.6023,3.636,3.5919,3.4236,9.0294,9.1179,9.2881,유지 유지,감소 감소,증가 증가,유지 유지,증가 감소,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,증가 감소,3.0,4.0,4.0,3.0,3.0,4.0
8D4E12726C,소프**,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출건수구간 영향도 -0.72, 여성20대이하비율 영향도 0.49, 직장고객비율 영향도 -0.44. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",아이스크림/빙수,2023-04-21,,서울특별시 성동구 연무장길 54,성수,1.0,1.0,3.0,1.0,1.0,2.0,5.0,5.0,5.0,6.0,5.0,4.0,0.0,0.0,0.0,0.5453,0.5472,0.5472,34.3666,33.82,34.1048,22.0317,22.2856,22.2144,7.7717,8.0456,7.9032,감소 감소,증가 감소,증가 감소,유지 증가,증가 유지,감소 증가,유지 유지,유지 유지,유지 유지,유지 증가,감소 증가,3.0,3.0,1.0,4.0,2.0,1.0
4912143622,장평**,"폐업 위험도: 낮음 (0.00). 주요 원인: 남성40대비율 영향도 -0.53, 매출금액구간 영향도 -0.52, 여성20대이하비율 영향도 -0.47. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 재방문율/신규고객 보통",한식-육류/고기,2024-02-26,,서울특별시 성동구 자동차시장1길 70,장한평자동차,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,26.3,22.9,29.7,35.9722,33.4683,33.8024,0.2871,0.372,0.4141,0.8178,0.9858,1.0706,1.9836,2.1576,2.3129,유지 유지,증가 증가,증가 증가,유지 유지,감소 증가,증가 증가,감소 증가,유지 유지,유지 유지,유지 유지,감소 감소,4.0,4.0,4.0,4.0,4.0,4.0
68FD248F73,디어****,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출건수구간 영향도 -0.79, 여성20대이하비율 영향도 0.72, 매출금액구간 영향도 -0.63. 고객유형: 남성 20-30대, 여성 30대 비율 높음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",베이커리,2024-02-16,,서울특별시 성동구 서울숲길 55,뚝섬,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,3.0,5.0,23.3,11.8,24.3,0.27,0.261,0.261,54.202,54.3508,54.1856,17.794,18.5024,18.7502,3.362,3.2214,3.4692,감소 증가,증가 증가,감소 증가,유지 증가,감소 유지,증가 감소,감소 증가,유지 유지,유지 유지,유지 유지,감소 감소,3.0,3.0,2.0,3.0,3.0,2.0
8839A42F11,야시****,"폐업 위험도: 낮음 (0.00). 주요 원인: 매출건수구간 영향도 0.78, 군집_고객유형 영향도 0.63, 취소율구간 영향도 -0.58. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",룸살롱/단란주점,2018-10-11,,서울특별시 성동구 고산자로 341,마장동,5.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,23.427,22.0968,21.5296,1.2035,1.456,0.7791,2.4215,3.3904,2.7189,3.103,4.5968,3.2913,증가 유지,증가 감소,증가 감소,유지 유지,감소 감소,증가 감소,유지 유지,유지 유지,감소 유지,유지 감소,감소 감소,3.0,5.0,5.0,3.0,5.0,5.0
C40079D748,대성**,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 -1.11, 여성20대이하비율 영향도 -0.99, 상권내폐업비율 영향도 -0.53. 고객유형: 50-60대 남녀 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율 높음",식료품,2022-05-06,,서울특별시 성동구 무학로 33,상권없음,6.0,5.0,6.0,6.0,5.0,6.0,6.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,유지 유지,유지 유지,유지 유지,감소 증가,유지 유지,유지 유지,유지 유지,유지 유지,감소 증가,감소 증가,유지 유지,5.0,6.0,6.0,6.0,6.0,5.0
1EE63C2F5D,아씨***,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 -0.62, 객단가구간 영향도 -0.59, 직장고객비율 영향도 -0.56. 고객유형: 50-60대 남녀 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 신규 고객 비율 높음",호프/맥주,2012-06-21,,서울  성동구  마장로  305,상권없음,5.0,5.0,4.0,5.0,5.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,35.6939,36.1269,33.282,0.4305,0.4477,0.63,1.0824,1.0164,1.134,2.2878,2.3716,2.268,유지 유지,감소 증가,증가 감소,유지 감소,증가 감소,증가 증가,유지 유지,유지 유지,유지 증가,유지 감소,증가 감소,4.0,4.0,5.0,4.0,4.0,5.0
AD22A7162D,임하**,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 -1.08, 여성20대이하비율 영향도 -0.70, 남성50대비율 영향도 -0.54. 고객유형: 50-60대 남녀 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율 높음",축산물,2005-09-20,,서울 성동구 마장로31가길 6,마장동,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0535,9.735,10.9123,0.0,0.0,0.0,0.0,0.0,0.0,10.4535,6.853,3.7002,유지 유지,유지 유지,감소 감소,유지 유지,증가 증가,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,유지 유지,4.0,5.0,5.0,5.0,2.0,5.0
1F01798D03,리김*******,"폐업 위험도: 높음 (0.88). 주요 원인: 업종_대분류 영향도 1.27, 여성30대비율 영향도 1.13, 군집_고객관계_KM 영향도 0.86. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 모두 낮음",분식,2019-04-17,2025-08-14,서울 성동구 왕십리로 100.,뚝섬,2.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,5.0,1.0,3.0,1.0,6.5,4.6,9.4,2.765,2.7808,2.8836,15.47,15.3576,15.0052,22.49,22.6152,22.9264,13.325,12.8952,12.558,증가 감소,증가 증가,감소 감소,유지 유지,증가 증가,감소 감소,감소 증가,유지 유지,유지 유지,증가 유지,감소 증가,3.0,2.0,2.0,4.0,3.0,2.0
82E74E7BC1,고우**,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성20대이하비율 영향도 1.02, 남성60대이상비율 영향도 0.47, 객단가구간 영향도 -0.44. 고객유형: 남성 50-60대 중심, 젊은층 적음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",백반/가정식,2022-10-27,,서울특별시 성동구 연무장길 9-1,성수,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,1.56,1.7908,1.5249,26.04,26.092,26.9787,14.64,14.1727,13.9461,8.88,8.3613,9.0132,증가 유지,감소 감소,감소 증가,유지 유지,증가 감소,증가 증가,유지 유지,유지 유지,유지 유지,증가 감소,감소 증가,1.0,2.0,2.0,1.0,1.0,2.0
AA24604161,오코*******,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종내매출순위비율 영향도 -0.66, 객단가구간 영향도 -0.63, 업종_대분류 영향도 -0.55. 고객유형: 고객유형 미정, 경쟁력: 중위권 경쟁력, 고객관계: 신규 고객 비율 높음",일식-우동/소바/라면,2017-03-13,,서울특별시 성동구 행당로 119-6,행당,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.4752,2.409,2.6936,5.2224,5.238,4.9232,8.5136,8.019,8.2688,7.8064,7.722,7.5616,유지 유지,감소 증가,감소 감소,유지 유지,감소 증가,증가 감소,유지 유지,유지 유지,유지 감소,유지 유지,감소 증가,4.0,4.0,4.0,4.0,4.0,4.0
6810C7C7CE,카페**,"폐업 위험도: 낮음 (0.01). 주요 원인: 여성30대비율 영향도 0.78, 상권내매출순위비율 영향도 0.55, 객단가구간 영향도 0.50. 고객유형: 30-50대 남성 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율/신규고객 보통",카페,2022-09-01,,서울특별시 성동구 금호로 102,상권없음,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,3.6,4.2625,4.2713,4.7872,5.4038,5.5642,5.0706,17.2658,16.6926,16.1508,21.0221,21.0275,20.4076,감소 유지,감소 감소,증가 감소,증가 감소,증가 증가,증가 감소,유지 증가,유지 유지,유지 유지,유지 유지,증가 감소,5.0,3.0,3.0,5.0,5.0,4.0
1F0AADBBB8,채선*,"폐업 위험도: 낮음 (0.00). 주요 원인: 업종_대분류 영향도 -0.65, 남성20대이하비율 영향도 -0.49, 업종내매출순위비율 영향도 0.40. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",일식-샤브샤브,2012-05-24,,서울  성동구  왕십리로  38,상권없음,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,9.0,10.4,9.2,12.6456,12.296,12.328,7.3461,7.5576,7.776,10.9931,11.256,11.502,9.899,10.2376,10.098,감소 유지,증가 증가,증가 감소,유지 유지,감소 증가,증가 증가,증가 감소,유지 유지,증가 감소,유지 유지,감소 감소,1.0,2.0,2.0,1.0,1.0,2.0
B169AE01FF,일루**,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 -1.20, 매출금액구간 영향도 0.59, 여성30대비율 영향도 -0.41. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",백반/가정식,2008-05-14,,서울 성동구 성수일로8길 40.,성수,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,26.845,26.5095,25.7682,3.29,3.0175,2.9797,5.25,5.3605,5.5286,3.15,3.2305,3.4105,유지 증가,증가 증가,증가 증가,유지 유지,감소 감소,감소 감소,유지 유지,유지 유지,증가 감소,유지 감소,감소 증가,3.0,4.0,4.0,1.0,2.0,4.0
4F4288168A,매머****************,"폐업 위험도: 낮음 (0.00). 주요 원인: 남성30대비율 영향도 0.77, 매출건수구간 영향도 -0.65, 매출금액구간 영향도 -0.36. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율 높음",커피전문점,2022-08-31,,서울특별시 성동구 성수일로4길 25,성수,1.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6704,1.76,1.77,7.5392,7.104,6.9204,13.2544,12.9352,12.8188,5.5936,5.5056,5.4604,유지 유지,감소 감소,감소 감소,유지 유지,증가 증가,감소 감소,유지 유지,유지 유지,유지 유지,유지 유지,증가 감소,3.0,1.0,1.0,3.0,3.0,1.0
67FCC5D980,명태**,"폐업 위험도: 낮음 (0.00). 주요 원인: 여성40대비율 영향도 0.69, 객단가구간 영향도 -0.57, 여성20대이하비율 영향도 -0.52. 고객유형: 50-60대 남녀 중심, 경쟁력: 경쟁력 낮음 (매출 순위 하위), 고객관계: 재방문율/신규고객 보통",백반/가정식,2018-10-30,,서울특별시 성동구 마장로 137,상권없음,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,7.0,5.4,4.5,10.1475,9.2448,8.7354,1.4823,1.3156,1.5236,5.8743,6.1776,5.9772,14.9328,16.4164,16.6424,유지 유지,증가 감소,증가 증가,유지 유지,감소 감소,감소 증가,감소 감소,유지 유지,유지 유지,유지 유지,증가 증가,4.0,4.0,4.0,4.0,4.0,4.0
80F02261CF,수제*****,"폐업 위험도: 낮음 (0.00). 주요 원인: 객단가구간 영향도 -0.49, 매출금액구간 영향도 -0.49, 남성20대이하비율 영향도 -0.43. 고객유형: 남성 20대 이하, 여성 20-30대 중심, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",요리주점,2021-07-21,,서울특별시 성동구 한림말1길 17,옥수,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,6.0,1.0,41.0,39.2,40.4,11.3454,11.02,11.0187,5.278,5.46,5.2959,8.729,8.82,8.5902,8.6478,9.072,9.174,증가 감소,증가 감소,증가 증가,유지 유지,감소 감소,증가 감소,감소 증가,유지 유지,유지 유지,유지 감소,감소 증가,3.0,4.0,4.0,3.0,3.0,4.0
67BEA11D33,메가************,"폐업 위험도: 낮음 (0.00). 주요 원인: 운영개월수구간 영향도 1.82, 신규고객비율 영향도 -1.81, 매출금액구간 영향도 -0.65. 고객유형: 고객유형 미정, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 재방문율/신규고객 보통",커피전문점,2024-09-20,,서울특별시 성동구 성수일로12길 26,성수,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,3.0,2.0,1.4500000000000002,0.2,2.7,2.3364,2.3584,2.2345,14.3983,13.688,13.923,17.1185,17.2144,16.289,8.0668,8.1664,8.19,증가 감소,증가 감소,증가 증가,유지 유지,증가 감소,감소 증가,감소 증가,유지 유지,유지 유지,유지 유지,증가 증가,2.0,1.0,1.0,3.0,2.0,1.0
677DAF15F8,에프******,"폐업 위험도: 낮음 (0.01). 주요 원인: 여성20대이하비율 영향도 0.76, 여성30대비율 영향도 0.63, 취소율구간 영향도 0.56. 고객유형: 남성 50-60대 중심, 젊은층 적음, 경쟁력: 경쟁력 높음 (매출/고객 모두 상위), 고객관계: 신규 고객 비율 높음",햄버거,2021-09-24,,서울특별시 성동구 왕십리로 294-2,왕십리,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,38.9,36.9,43.3,1.4728,1.404,1.3986,17.064,17.136,17.0146,16.2582,16.56,16.7254,6.3042,6.672,6.6998,유지 증가,증가 증가,증가 증가,유지 유지,감소 감소,증가 감소,감소 증가,유지 유지,유지 유지,유지 유지,감소 증가,3.0,3.0,3.0,3.0,3.0,3.0
